no,concept_code,concept_name,concept_synonym,domain_id,matchScore_a,targetConceptId_a,targetConceptName_a,targetVocabularyId_a,targetDomainId_a,targetStandardConcept_a,targetChildCount_a,targetParentCount_a,targetConceptClassId_a,targetConceptCode_a,targetValidStartDate_a,targetValidEndDate_a,matchScore_b,targetConceptId_b,targetConceptName_b,targetVocabularyId_b,targetDomainId_b,targetStandardConcept_b,targetChildCount_b,targetParentCount_b,targetConceptClassId_b,targetConceptCode_b,targetValidStartDate_b,targetValidEndDate_b,matchScore_fixed,targetConceptId_fixed,targetConceptName_fixed,targetVocabularyId_fixed,targetDomainId_fixed,targetStandardConcept_fixed,targetConceptClassId_fixed,targetConceptCode_fixed,targetValidStartDate_fixed,targetValidEndDate_fixed
3647,R3462,Cystotomy-Tumor,방광절개술(종양[방광벽절제를동반하지않는것]),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,R3470,Partial Cystectomy,방광부분절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,R3481,Total Cystectomy-Radical,방광전적출술(근치적[림프절적출포함]),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,R3482,Total Cystectomy-Others,방광전적출술(기타의것),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,R3490,Urethral Or Bladder Irrigation,요도및방광세척[1일당],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,R3505,Extracoporeal Shock Wave Lithotripsy,"체외충격파쇄석술[신,요관, 방광결석 또는 담석, 췌석]",Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,R3506,Extracoporeal Shock Wave Lithotripsy,"체외충격파쇄석술(2회부터5회까지,1회당)",Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,R3507,Extracoporeal Shock Wave Lithotripsy,"체외충격파쇄석술(5회초과10회까지,1회당)",Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,R3509,Transurethral Bladder Surgery-Foreign Body,경요도적방광내수술-이물 등,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,R3510,Transurethral Bladder Surgery-Stone(Simple),경요도적방광내수술(결석)-단순,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,R3514,Transurethral Bladder Surgery-Ureteral Meatotomy,경요도적방광내수술(요관구절개술),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,R3515,Transurethral Bladder Surgery-Coagulation of Bladder Lesion,경요도적방광내수술(방광소작),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,R3516,Prostate Hyperthermia,전립선온열요법,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,R3519,Transurethral Bladder Surgery-Stone(Complex),경요도적방광내수술(결석)-복잡,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,R3520,Transurethral Sphincterotomy,경요도적괄약근절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,R3530,Transurethral Resection of Bladder Neck,경요도적방광경부절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,R3540,Transurethral Bladder Surgery-Removal of Blood Clot In Bladder,경요도적방광내수술(방광내응혈제거술),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,R3541,Transurethral Bladder Surgery-Tumor(Simple),경요도적방광내수술(종양)-단순,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,R3542,Transurethral Bladder Surgery-Tumor(Complex),경요도적방광내수술(종양)-복잡,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,R3543,Transurethral Bladder Surgery-Tumor(Highly Complex),경요도적방광내수술(종양)-고도복잡,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,R3550,Repair of Bladder Rupture,방광파열봉합술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,R3562,Operation For Urinary Incontinence-Abdominal Approach,요실금수술-개복에 의한 수술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,R3563,Operation For Urinary Incontinence-Foreign Material Or Autologous Fat Injection,요실금수술-인공물질 또는 자가지방주입,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,R3564,Operation For Urinary Incontinence-Transvaginal Approach,요실금수술-질강을 통한 수술-자가근막을이용한경우[근막채취료포함],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,R3565,Operation For Urinary Incontinence-Transvaginal Approach,요실금수술-질강을 통한 수술-기타의경우,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,R3566,Operation of Artificial Urethral Sphincter-Removal of Artificial Urethral Sphincter,인공요도괄약근수술-인공요도괄약근 제거술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,R3567,Operation of Artificial Urethral Sphincter-Insertion of artificial urethral sphincter,인공요도괄약근수술-인공요도괄약근 설치술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,R3568,Operation of Artificial Urethral Sphincter-Exchange of Artificial Urethral Sphincter,인공요도괄약근수술-인공요도괄약근 교환술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3675,R3571,Cystostomy-Operative,방광루설치술(관혈적),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,R3576,Cystostomy-Percutaneous,방광루설치술(경피적),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,R3577,Change of Cystostomy Tube,방광루카테터교환,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,R3580,Incision of Perivesical Abscess,방광주위 농양절개술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,R3590,Removal of Retrovesical Tumor,후방광종양적출술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,R3600,Bladder Neck Plasty,방광경부성형술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,R3610,Closure of Exstrophy of Bladder,방광외번증교정술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,R3620,Repair of Cystocele,방광류교정술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,R3630,Repair of Bladder Diverticulum,방광게실교정술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3684,R3641,Urethral Dilatation,요도확장술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,R3643,Hydrodistention,방광수압확장술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686,R3650,Urethral Instillation,요도약액주입,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,R3655,Bladder Instillation,방광내약액주입[1일당],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,R3663,Urethroscopic Surgery-Urethral Stent Indwelling,요도경하수술(요도스텐트설치술),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,R3664,Urethroscopic Surgery-Repair of Urethral Rupture,요도경하수술(요도파열교정술),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,R3665,Urethroscopic Surgery-Urethrotomy,요도경하수술(요도절개술),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,R3666,Temporary Urethral Stent Insertion,일시적 요도스텐트 삽입술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,R3671,Removal of Urethral Stone Or Foreign Body-Glandular,요도결석또는이물제거술(귀두부),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3693,R3672,Removal of Urethral Stone Or Foreign Body-Anterior,요도결석또는이물제거술(전부요도),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,R3673,Removal of Urethral Stone Or Foreign Body-Posterior,요도결석또는이물제거술(후부요도),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3695,R3681,Repair of Urethral Stricture-Anterior,요도협착수술(전부요도),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,R3682,Repair of Urethral Stricture-Perineal,요도협착수술(회음부),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3697,R3683,Repair of Urethral Stricture-Transpubic,요도협착수술(경치골),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,R3691,Repair of Hypospadias-Chordectomy,요도하열성형술(삭대절제),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,R3692,Repair of Hypospadias-Glanular,요도하열성형술(귀두부),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,R3693,Repair of Hypospadias-Penile,요도하열성형술(음경부),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,R3694,Repair of Hypospadias-Perineal,요도하열성형술(회음부),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,R3700,Repair of Epispadias,요도상열성형술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,R3710,Dilatation Using Filiform,요도부지법,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,R3720,External Urethral Meatotomy,외요도구절개술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,R3725,Repair of Urethral Prolapse,요도탈출교정술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,R3730,Polypectomy of External Urethral Meatus,외요도구폴립절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,R3740,Urethrostomy,요도루설치술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,R3750,Incision of Periurethral Abscess,요도주위농양절개술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,R3755,Urethrectomy-Male,요도적출술-남성요도,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,R3756,Urethrectomy-Female,요도적출술-여성요도,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,R3760,Urethral Diverticulectomy,요도게실절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,R3765,Correction of Urachal Anomaly,요막관기형교정술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,R3770,Removal of Urethral Caruncle,카룬클절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,R3780,Irrigation of Corpora Cavernosa,음경해면체세척[1일당],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,R3791,Penectomy-Partial,음경절제술-부분절제,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,R3792,Penectomy-Total,음경절제술-전절제,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,R3795,Reanastomosis of Transected Penis,음경재문합술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,R3801,Resection of Penile Malignant Tumor-Including Lymphadenectomy,음경악성종양적출술-림프절적출 포함,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,R3802,Resection of Penile Malignant Tumor-Others,음경악성종양적출술-기타,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,R3810,Penoplasty,음경성형술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,R3815,Repair of Penoscrotal Transposition,음경음낭전위 교정술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,R3821,Circumcision of Penis-Dorsal Slit,포경수술[질병을 동반하는것에 한함]-배면절개,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,R3822,Circumcision of Penis-Circumcision,포경수술[질병을 동반하는것에 한함]-환상절개,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,R3825,Prepucial Adhesiolysis,음경포피박리술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,R3830,Reduction of Paraphimosis,감돈포경정복술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,R3841,Correction of Peyronie Disease-Simple,페이로니씨병교정술-단순,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,R3842,Correction of Peyronie Disease-Including Dermal Graft,페이로니씨병교정술-진피이식포함,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,R3843,Operation of Priapism(Corpora Cavernosa-Glans Fistulization),음경지속발기증수술-음경해면체-귀두누공설치술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,R3844,Operation of Priapism(Corpora Cavernosa-Superficial Dorsal Vein Shunt),음경지속발기증수술-음경해면체-표재배부정맥단락술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,R3845,Operation of Priapism(Corpora Cavernosa-Spongiosum Shunt),음경지속발기증수술-음경해면체-요도해면체단락술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,R3846,Operation of Priapism(Corpora Cavernosa-Saphenous Vein Shunt),음경지속발기증수술-음경해면체-대복재정맥단락술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,R3851,Orchiectomy-Total,고환적출술-단순고환,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,R3852,Orchiectomy-Undescended Testis,고환적출술-정류고환,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,R3853,Orchiectomy-Partial,고환적출술-부분,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,R3856,Repair of Testis Rupture,고환파열교정술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,R3861,Orchiectomy For Malignant Tumor-Including Lymphadenectomy,고환악성종양적출술[양측]-림프절적출포함,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,R3862,Orchiectomy For Malignant Tumor-Others,고환악성종양적출술[양측]-기타,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,R3871,Autologous Testis Transplantation,자가고환이식술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,R3881,Orchiopexy-Abdominal Testis,고환고정술-복강내고환,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,R3882,Orchiopexy-Inguinal Or Scrotal Testis,고환고정술-서혜부 및 음낭고환,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,R3883,Orchiopexy-Abdominal Testis(Folwer-Stephens Procedure),고환고정술-복강내고환(파울러스티븐스술식),Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,R3891,Epididymectomy,부고환적출술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,R3892,Operation of Vas Deferens-Vasotomy,정관수술[양측]-정관절개술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,R3893,Operation of Vas Deferens-Vasovasostomy,정관수술[양측]-정관정관문합술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,R3894,Operation of Vas Deferens-Epididymovasostomy,정관수술[양측]-부고환정관문합술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,R3896,Operation of Vas Deferens-Vasectomy Or Ligation,정관수술[양측]-정관절제술 또는 결찰술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,R3901,Excision of Scrotum-Total,음낭절제술-전절제,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,R3902,Excision of Scrotum-Partial,음낭절제술-부분절제,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,R3903,Scrotal Reconstruction,음낭재건술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,R3910,Radical Hydrocelectomy,음낭수종근본수술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,R3920,Incision of Scrotal Abscess,음낭농양절개술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,R3925,Scrotal Fistulectomy,음낭피부루절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,R3930,Seminal Vesiculectomy,정낭적출술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,R3935,Transurethral Resection of Verumontanum,경요도적정구절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,R3940,Incision of Prostatic Abscess,전립선농양절개술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,R3950,Prostatectomy,전립선적출술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,R3960,Total Prostatoseminal Vesiculectomy,전립선정낭전적출술[림프절적출포함],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,R3975,Transurethral Resection of Prostate,경요도적 전립선절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,R3976,Photoselective Vaporization of The Prostate,광선택적 전립선 기화술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,R3977,Holmium Laser Enucleation of The Prostate(HoLEP),홀뮴 레이저를 이용한 전립선 광적출술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,R3980,Prostatic Massage,전립선맛사지,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,R3990,Varicocelectomy,정계정맥류절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,R3991,Excision of Spermatocele,정액류절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,R3992,Excision of Sperm Granuloma,정자육아종절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,R4001,Resection of Tumor of External Genitalia(Benign),외성기종양적출술-양성,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,R4003,Resection of Tumor of External Genitalia(Malignant)-Simple,외성기종양적출술(악성)-단순,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,R4004,Resection of Tumor of External Genitalia(Malignant)-Radical,외성기종양적출술(악성)-근치[림프절절제술포함],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,R4016,Amnioinfusion,양막내양수주입술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,R4017,Amniopatch,양막부착술 [유도료 포함],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,R4021,Episiotomy And Vaginal Repair,회음절개및봉합술[분만시],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,R4023,Repair of Perineal Laceration-With Repair of Sphincter Muscle,회음열창봉합술-항문에 달하는 것,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,R4024,Repair of Perineal Laceration-With Vaginal Fornix,회음열창봉합술-질원개에 달하는 것,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,R4025,Repair of Perineal Laceration-With Rectal Mucosa Laceration,회음열창봉합술-직장열창을 동반하는 것,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3774,R4026,Repair of Cervical Laceration,자궁경관열상봉합술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,R4028,Intrauterine balloon tamponade,자궁내풍선카테터충전술[자궁용적측정포함],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,R4030,Hymenotomy,처녀막절개술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,R4040,Hymenectomy,처녀막절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,R4041,Lysis of Labial Adhesions,음순유착해리술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,R4042,Clitoroplasty; For Intersex State,음핵성형술;양성의경우,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,R4050,Incision of Batholin'S Gland Abscess,바도린선농양절개술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,R4060,Excision of Batholin'S Gland And Cyst,바도린선낭종절제술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,R4065,Marsupialization of Batholin'S Gland Cyst,바도린선낭종조대술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,R4066,Vulvectomy-Benign,외음부종양적출술-양성,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,R4067,Vulvectomy-Malignant-Simple,외음부종양적출술-악성-단순,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,R4068,Vulvectomy-Malignant-Radical,외음부종양적출술-악성-근치[림프절절제술포함],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,R4070,Extirpation of Vaginal Tumor-Benign,질종양적출술-양성인것,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,R4071,Extirpation of Vaginal Tumor-Malignant(Simple),질종양적출술(악성인것)-단순[질절제술만하는경우],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,R4072,Extirpation of Vaginal Tumor-Malignant(Radical),질종양적출술(악성인것)-근치[림프절절제술포함],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,R4073,Extirpation of Vaginal Tumor-Malignant(Simple),질종양적출술(악성인것)-단순[질절제술만하는경우]-자궁적출술을실시하는경우,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,R4074,Extirpation of Vaginal Tumor-Malignant(Radical),질종양적출술(악성인것)-근치[림프절절제술포함]-자궁적출술을실시하는경우,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,R4085,Operation For Recto-Vaginal Fistula(Vaginal Approach),직장질루교정술-질부조작,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,R4086,Operation For Recto-Vaginal Fistula(Transanal Or Transperineal Approach),직장질루교정술-경항문혹은경회음부조작,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,R4087,Operation For Recto-Vaginal Fistula(Abdominal Approach),직장질루교정술-복부조작,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,R4091,Construction of Artificial Vagina,질폐쇄증수술-인공질조성술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,R4092,Construction of Vagina-With Mold,질폐쇄증수술-확장기이용에의한것,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,R4101,Culdotomy-Douglas Pouch,질식배농술-다글라스와,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,R4102,Culdotomy-Vaginal Wall,질식배농술-질벽,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,R4103,Culdotomy-Vaginal Wall Hematoma,질식배농술-질벽혈종제거,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,R4105,Removal of Impacted Vaginal Foreign Body,질이물제거술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,R4106,Vaginal treatment using speculum,질강처치,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,R4111,Colpopexy(Surgical)-Abdominal Approach,질탈교정술(수술적치료)-복부접근,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,R4112,Colpopexy(Surgical)-Vaginal Approach,질탈교정술(수술적치료)-질부접근,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,R4113,Colpopexy-Insertion of Pessary,질탈교정술(수술적치료)-비수술적치료[질페사리삽입술],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,R4123,Myomectomy(Abdominal Approach)-Vaginal Approach,자궁근종절제술-질부접근,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,R4124,Myomectomy-Abdominal approach(simple),자궁근종절제술-복부접근(단순)[장막하근종],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,R4125,Hysteroscopic Removal of Leiomyoma,자궁경하자궁근종절제술-3cm미만,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,R4126,Hysteroscopic Removal of Leiomyoma,자궁경하자궁근종절제술-3cm이상[다발성포함],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,R4127,Myomectomy-Abdominal approach(complex),"자궁근종절제술-복부접근(복잡)[근층내, 점막하, 인대간, 간질내, 복막하근종이나, 결절2개이상인 다발성자궁근종인 경우에 산정]",Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,R4128,Myomectomy-Laparoscopic approach(simple),자궁근종절제술-복강경술(단순)[장막하근종],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,R4129,Myomectomy-Laparoscopic approach(complex),"자궁근종절제술-복강경술(복잡)[근층내, 점막하, 인대간, 간질내, 복막하근종이나, 결절2개이상인 다발성자궁근종인 경우에 산정]",Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,R4130,Subtotal Hysterectomy,자궁질상부절단술,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,R4140,Hysterectomy(without Lymphadenectomy)-Vaginal approach-complex,전자궁적출술(림프절절제를 하지 않는 경우)-질부접근-복잡[유착박리를 동반한 경우 또는 자궁무게 250g 이상],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,R4143,Hysterectomy(With Lymphadenectomy)-Simple,전자궁적출술(림프절절제를하는경우)-단순,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,R4144,Hysterectomy(With Lymphadenectomy)-Complex,전자궁적출술(림프절절제를하는경우)-복잡[유착박리를동반한경우],Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,R4147,Hysterectomy(without Lymphadenectomy)-Abdominal approach-simple,전자궁적출술(림프절절제를 하지 않는 경우)-복부접근-단순,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
