"SOURCE_CODE","SOURCE_CONCEPT_ID","SOURCE_VOCABULARY_ID","SOURCE_CODE_DESCRIPTION","TARGET_CONCEPT_ID","TARGET_VOCABULARY_ID","VALID_START_DATE","VALID_END_DATE","INVALID_REASON"
"D5331360",42362929,"EDI","Vancomycin [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정성)_Vancomycin, NA",3005715,"LOINC",1970-01-01,2099-12-31,NA
"D5331370",42364009,"EDI","Zonisamide serum/plasma; 약물 및 독물-[정밀면역검사](정성)_Zonisamide, NA",3010912,"LOINC",1970-01-01,2099-12-31,NA
"D5331390",42362862,"EDI","Phencyclidine (PCP) screen in urine; 약물 및 독물-[정밀면역검사](정성)_Phencyclidine, NA",3013184,"LOINC",1970-01-01,2099-12-31,NA
"D5333010",42363312,"EDI","Acetaminophen [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Acetaminophen, NA",3002617,"LOINC",1970-01-01,2099-12-31,NA
"D5333020",42363317,"EDI","Amikacin [Mass/volume] in Serum or Plasma --peak; 약물 및 독물-[정밀면역검사](정량)_Amikacin, NA",3008977,"LOINC",1970-01-01,2099-12-31,NA
"D5333020",42363317,"EDI","Amikacin [Mass/volume] in Serum or Plasma --trough; 약물 및 독물-[정밀면역검사](정량)_Amikacin, NA",3037123,"LOINC",1970-01-01,2099-12-31,NA
"D5333030",42360114,"EDI","Amiodarone [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Amiodarone, NA",3015375,"LOINC",1970-01-01,2099-12-31,NA
"D5333030",42360114,"EDI","Desethylamiodarone [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Amiodarone, NA",3036866,"LOINC",1970-01-01,2099-12-31,NA
"D5333060",42360128,"EDI","Barbiturates [Presence] in Urine; 약물 및 독물-[정밀면역검사](정량)_Barbiturate, NA",3002020,"LOINC",1970-01-01,2099-12-31,NA
"D5333070",42360133,"EDI","Benzodiazepines [Presence] in Urine; 약물 및 독물-[정밀면역검사](정량)_Benzodiazepine, NA",3000764,"LOINC",1970-01-01,2099-12-31,NA
"D5333080",42360138,"EDI","Carbamazepine serum/plasma; 약물 및 독물-[정밀면역검사](정량)_Carbamazepine, NA",3028639,"LOINC",1970-01-01,2099-12-31,NA
"D5333100",42362275,"EDI","Clonazepam serum/plasma; 약물 및 독물-[정밀면역검사](정량)_Clonazepam, NA",3005769,"LOINC",1970-01-01,2099-12-31,NA
"D5333110",42357102,"EDI","Cyclosporine [Mass/volume] in Blood by LC/MS/MS; 약물 및 독물-[정밀면역검사](정량)_Cyclosporin, NA",40758926,"LOINC",2009-06-18,2099-12-31,NA
"D5333110",42357102,"EDI","Cyclosporine [Mass/volume] in Blood; 약물 및 독물-[정밀면역검사](정량)_Cyclosporin, NA",3010375,"LOINC",1970-01-01,2099-12-31,NA
"D5333120",42363365,"EDI","Desipramine [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Desipramine, NA",3000167,"LOINC",1970-01-01,2099-12-31,NA
"D5333150",42363380,"EDI","Digoxin [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Digoxin, NA",3011335,"LOINC",1970-01-01,2099-12-31,NA
"D5333170",42360182,"EDI","Ethanol [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Ethanol(alcohol), NA",3012920,"LOINC",1970-01-01,2099-12-31,NA
"D5333170",42360182,"EDI","Ethyl glucuronide [Presence] in Urine by Confirmatory method; 약물 및 독물-[정밀면역검사](정량)_Ethanol(alcohol), NA",40761478,"LOINC",2010-01-11,2099-12-31,NA
"D5333170",42360182,"EDI","Ethyl glucuronide [Presence] in Urine by Screen method; 약물 및 독물-[정밀면역검사](정량)_Ethanol(alcohol), NA",40761476,"LOINC",2010-01-11,2099-12-31,NA
"D5333170",42360182,"EDI","Ethyl glucuronide [Presence] in Urine; 약물 및 독물-[정밀면역검사](정량)_Ethanol(alcohol), NA",40758478,"LOINC",2009-04-16,2099-12-31,NA
"D5333180",42360187,"EDI","Ethosuximide serum/plasma; 약물 및 독물-[정밀면역검사](정량)_Ethosuximide, NA",3036509,"LOINC",1970-01-01,2099-12-31,NA
"D5333190",42360192,"EDI","Gentamicin [Mass/volume] in Serum or Plasma --peak; 약물 및 독물-[정밀면역검사](정량)_Gentamicin, NA",3009917,"LOINC",1970-01-01,2099-12-31,NA
"D5333190",42360192,"EDI","Gentamicin [Mass/volume] in Serum or Plasma --trough; 약물 및 독물-[정밀면역검사](정량)_Gentamicin, NA",3016254,"LOINC",1970-01-01,2099-12-31,NA
"D5333190",42360192,"EDI","Gentamicin [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Gentamicin, NA",3035510,"LOINC",2004-04-02,2099-12-31,NA
"D5333260",42363440,"EDI","Methamphetamine [Mass/volume] in Urine; 약물 및 독물-[정밀면역검사](정량)_Methamphetamine, NA",3023083,"LOINC",1970-01-01,2099-12-31,NA
"D5333280",42363450,"EDI","Methotrexate [Moles/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Methotrexate, NA",3017115,"LOINC",1970-01-01,2099-12-31,NA
"D5333340",42360265,"EDI","Phenobarbital serum/plasma; 약물 및 독물-[정밀면역검사](정량)_Phenobarbital, NA",3025411,"LOINC",1970-01-01,2099-12-31,NA
"D5333350",42360271,"EDI","Phenytoin Free [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Phenyotoin, Free, NA",3005893,"LOINC",1970-01-01,2099-12-31,NA
"D5333360",42362409,"EDI","Phenytoin serum/plasma; 약물 및 독물-[정밀면역검사](정량)_Phenytoin, NA",3022616,"LOINC",1970-01-01,2099-12-31,NA
"D5333390",42360289,"EDI","Quinidine [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Quinidine, NA",3019736,"LOINC",1970-01-01,2099-12-31,NA
"D5333400",42360294,"EDI","Salicylates [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Salicylate, NA",3000787,"LOINC",1970-01-01,2099-12-31,NA
"D5333410",42365671,"EDI","Sirolimus [Mass/volume] in Blood; 약물 및 독물-[정밀면역검사](정량)_Sirolimus, NA",3021374,"LOINC",1970-01-01,2099-12-31,NA
"D5333420",42363519,"EDI","Tacrolimus [Mass/volume] in Blood by LC/MS/MS; 약물 및 독물-[정밀면역검사](정량)_Tacrolimus (FK506), NA",44786754,"LOINC",2013-08-29,2099-12-31,NA
"D5333420",42363519,"EDI","Tacrolimus [Mass/volume] in Blood; 약물 및 독물-[정밀면역검사](정량)_Tacrolimus (FK506), NA",3026250,"LOINC",1970-01-01,2099-12-31,NA
"D5333430",42362443,"EDI","Theophylline [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Theophylline, NA",3016072,"LOINC",1970-01-01,2099-12-31,NA
"D5333440",42363531,"EDI","Tobramycin [Mass/volume] in Serum or Plasma --peak; 약물 및 독물-[정밀면역검사](정량)_Tobramycin, NA",3004090,"LOINC",1970-01-01,2099-12-31,NA
"D5333440",42363531,"EDI","Tobramycin [Mass/volume] in Serum or Plasma --trough; 약물 및 독물-[정밀면역검사](정량)_Tobramycin, NA",3006638,"LOINC",1970-01-01,2099-12-31,NA
"D5333450",42360319,"EDI","Valproate Free/Valproate.total in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Valproic Acid, NA",3023456,"LOINC",1970-01-01,2099-12-31,NA
"D5333450",42360319,"EDI","Valproate serum/plasma; 약물 및 독물-[정밀면역검사](정량)_Valproic Acid, NA",3016201,"LOINC",1970-01-01,2099-12-31,NA
"D5333460",42363179,"EDI","Valproate Free [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Valproic Acid, Free, NA",3021600,"LOINC",1970-01-01,2099-12-31,NA
"D5333460",42363179,"EDI","Valproate Free/Valproate.total in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Valproic Acid, Free, NA",3023456,"LOINC",1970-01-01,2099-12-31,NA
"D5333470",42357259,"EDI","Vancomycin [Mass/volume] in Serum or Plasma --trough; 약물 및 독물-[정밀면역검사](정량)_Vancomycin, NA",3018920,"LOINC",1970-01-01,2099-12-31,NA
"D5333470",42357259,"EDI","Vancomycin [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)_Vancomycin, NA",3005715,"LOINC",1970-01-01,2099-12-31,NA
"D5333480",42360334,"EDI","Zonisamide serum/plasma; 약물 및 독물-[정밀면역검사](정량)_Zonisamide, NA",3010912,"LOINC",1970-01-01,2099-12-31,NA
"D5335010",42362136,"EDI","Acetaminophen [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Acetaminophen, NA",3002617,"LOINC",1970-01-01,2099-12-31,NA
"D5335020",42360013,"EDI","Amikacin [Mass/volume] in Serum or Plasma --peak; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Amikacin, NA",3008977,"LOINC",1970-01-01,2099-12-31,NA
"D5335020",42360013,"EDI","Amikacin [Mass/volume] in Serum or Plasma --trough; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Amikacin, NA",3037123,"LOINC",1970-01-01,2099-12-31,NA
"D5335030",42363216,"EDI","Amiodarone [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Amiodarone, NA",3015375,"LOINC",1970-01-01,2099-12-31,NA
"D5335030",42363216,"EDI","Desethylamiodarone [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Amiodarone, NA",3036866,"LOINC",1970-01-01,2099-12-31,NA
"D5335060",42360021,"EDI","Barbiturates [Presence] in Urine; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Barbiturate, NA",3002020,"LOINC",1970-01-01,2099-12-31,NA
"D5335070",42356985,"EDI","Benzodiazepines [Presence] in Urine; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Benzodiazepine, NA",3000764,"LOINC",1970-01-01,2099-12-31,NA
"D5335080",42363227,"EDI","Carbamazepine serum/plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Carbamazepine, NA",3028639,"LOINC",1970-01-01,2099-12-31,NA
"D5335100",42360029,"EDI","Clonazepam serum/plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Clonazepam, NA",3005769,"LOINC",1970-01-01,2099-12-31,NA
"D5335110",42363234,"EDI","Cyclosporine [Mass/volume] in Blood by LC/MS/MS; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Cyclosporin, NA",40758926,"LOINC",2009-06-18,2099-12-31,NA
"D5335110",42363234,"EDI","Cyclosporine [Mass/volume] in Blood; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Cyclosporin, NA",3010375,"LOINC",1970-01-01,2099-12-31,NA
"D5335120",42362882,"EDI","Desipramine [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Desipramine, NA",3000167,"LOINC",1970-01-01,2099-12-31,NA
"D5335150",42363241,"EDI","Digoxin [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Digoxin, NA",3011335,"LOINC",1970-01-01,2099-12-31,NA
"D5335170",42363246,"EDI","Ethanol [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Ethanol(alcohol), NA",3012920,"LOINC",1970-01-01,2099-12-31,NA
"D5335170",42363246,"EDI","Ethyl glucuronide [Presence] in Urine by Confirmatory method; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Ethanol(alcohol), NA",40761478,"LOINC",2010-01-11,2099-12-31,NA
"D5335170",42363246,"EDI","Ethyl glucuronide [Presence] in Urine by Screen method; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Ethanol(alcohol), NA",40761476,"LOINC",2010-01-11,2099-12-31,NA
"D5335170",42363246,"EDI","Ethyl glucuronide [Presence] in Urine; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Ethanol(alcohol), NA",40758478,"LOINC",2009-04-16,2099-12-31,NA
"D5335180",42360045,"EDI","Ethosuximide serum/plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Ethosuximide, NA",3036509,"LOINC",1970-01-01,2099-12-31,NA
"D5335190",42362896,"EDI","Gentamicin [Mass/volume] in Serum or Plasma --peak; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Gentamicin, NA",3009917,"LOINC",1970-01-01,2099-12-31,NA
"D5335190",42362896,"EDI","Gentamicin [Mass/volume] in Serum or Plasma --trough; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Gentamicin, NA",3016254,"LOINC",1970-01-01,2099-12-31,NA
"D5335190",42362896,"EDI","Gentamicin [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Gentamicin, NA",3035510,"LOINC",2004-04-02,2099-12-31,NA
"D5335260",42360061,"EDI","Methamphetamine [Mass/volume] in Urine; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Methamphetamine, NA",3023083,"LOINC",1970-01-01,2099-12-31,NA
"D5335280",42363268,"EDI","Methotrexate [Moles/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Methotrexate, NA",3017115,"LOINC",1970-01-01,2099-12-31,NA
"D5335340",42363280,"EDI","Phenobarbital serum/plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Phenobarbital, NA",3025411,"LOINC",1970-01-01,2099-12-31,NA
"D5335350",42363282,"EDI","Phenytoin Free [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Phenyotoin, Free, NA",3005893,"LOINC",1970-01-01,2099-12-31,NA
"D5335360",42362202,"EDI","Phenytoin serum/plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Phenytoin, NA",3022616,"LOINC",1970-01-01,2099-12-31,NA
"D5335390",42362208,"EDI","Quinidine [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Quinidine, NA",3019736,"LOINC",1970-01-01,2099-12-31,NA
"D5335400",42362209,"EDI","Salicylates [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Salicylate, NA",3000787,"LOINC",1970-01-01,2099-12-31,NA
"D5335410",42357048,"EDI","Sirolimus [Mass/volume] in Blood; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Sirolimus, NA",3021374,"LOINC",1970-01-01,2099-12-31,NA
"D5335420",42363296,"EDI","Tacrolimus [Mass/volume] in Blood by LC/MS/MS; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Tacrolimus (FK506), NA",44786754,"LOINC",2013-08-29,2099-12-31,NA
"D5335420",42363296,"EDI","Tacrolimus [Mass/volume] in Blood; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Tacrolimus (FK506), NA",3026250,"LOINC",1970-01-01,2099-12-31,NA
"D5335430",42362942,"EDI","Theophylline [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Theophylline, NA",3016072,"LOINC",1970-01-01,2099-12-31,NA
"D5335440",42360092,"EDI","Tobramycin [Mass/volume] in Serum or Plasma --peak; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Tobramycin, NA",3004090,"LOINC",1970-01-01,2099-12-31,NA
"D5335440",42360092,"EDI","Tobramycin [Mass/volume] in Serum or Plasma --trough; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Tobramycin, NA",3006638,"LOINC",1970-01-01,2099-12-31,NA
"D5335450",42363302,"EDI","Valproate Free/Valproate.total in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Valproic Acid, NA",3023456,"LOINC",1970-01-01,2099-12-31,NA
"D5335450",42363302,"EDI","Valproate serum/plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Valproic Acid, NA",3016201,"LOINC",1970-01-01,2099-12-31,NA
"D5335460",42363304,"EDI","Valproate Free [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Valproic Acid, Free, NA",3021600,"LOINC",1970-01-01,2099-12-31,NA
"D5335460",42363304,"EDI","Valproate Free/Valproate.total in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Valproic Acid, Free, NA",3023456,"LOINC",1970-01-01,2099-12-31,NA
"D5335470",42364989,"EDI","Vancomycin [Mass/volume] in Serum or Plasma --trough; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Vancomycin, NA",3018920,"LOINC",1970-01-01,2099-12-31,NA
"D5335470",42364989,"EDI","Vancomycin [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Vancomycin, NA",3005715,"LOINC",1970-01-01,2099-12-31,NA
"D5335480",42362953,"EDI","Zonisamide serum/plasma; 약물 및 독물-[정밀면역검사](정량)-핵의학적 방법-Zonisamide, NA",3010912,"LOINC",1970-01-01,2099-12-31,NA
"D5341020",42362267,"EDI","Acetaminophen [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Acetaminophen, NA",3002617,"LOINC",1970-01-01,2099-12-31,NA
"D5341040",42361217,"EDI","Amiodarone [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Amiodarone, NA",3015375,"LOINC",1970-01-01,2099-12-31,NA
"D5341040",42361217,"EDI","Desethylamiodarone [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Amiodarone, NA",3036866,"LOINC",1970-01-01,2099-12-31,NA
"D5341070",42365178,"EDI","Barbiturates [Presence] in Urine; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Barbiturate, NA",3002020,"LOINC",1970-01-01,2099-12-31,NA
"D5341080",42363384,"EDI","Benzodiazepines [Presence] in Urine; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Benzodiazepine, NA",3000764,"LOINC",1970-01-01,2099-12-31,NA
"D5341140",42365221,"EDI","Clonazepam serum/plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Clonazepam, NA",3005769,"LOINC",1970-01-01,2099-12-31,NA
"D5341210",42362382,"EDI","Flecainide [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Flecainide, NA",3006689,"LOINC",1970-01-01,2099-12-31,NA
"D5341310",42362439,"EDI","Methamphetamine [Mass/volume] in Urine; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Methamphetamine, NA",3023083,"LOINC",1970-01-01,2099-12-31,NA
"D5341400",42364651,"EDI","Phencyclidine (PCP) screen in urine; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Phencyclidine, NA",3013184,"LOINC",1970-01-01,2099-12-31,NA
"D5341430",42364671,"EDI","Phenytoin Free [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Phenyotoin, Free, NA",3005893,"LOINC",1970-01-01,2099-12-31,NA
"D5341470",42362536,"EDI","Propoxyphene [Presence] in Urine; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Propoxyphene, NA",3011802,"LOINC",1970-01-01,2099-12-31,NA
"D5341480",42365775,"EDI","Salicylates [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Salicylate, NA",3000787,"LOINC",1970-01-01,2099-12-31,NA
"D5341530",42362573,"EDI","Tacrolimus [Mass/volume] in Blood by LC/MS/MS; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Tacrolimus (FK506), NA",44786754,"LOINC",2013-08-29,2099-12-31,NA
"D5341530",42362573,"EDI","Tacrolimus [Mass/volume] in Blood; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Tacrolimus (FK506), NA",3026250,"LOINC",1970-01-01,2099-12-31,NA
"D5341580",42362604,"EDI","Valproate Free [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Valproic Acid, Free, NA",3021600,"LOINC",1970-01-01,2099-12-31,NA
"D5341580",42362604,"EDI","Valproate Free/Valproate.total in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Valproic Acid, Free, NA",3023456,"LOINC",1970-01-01,2099-12-31,NA
"D5341610",42364777,"EDI","Zonisamide serum/plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정성)_Zonisamide, NA",3010912,"LOINC",1970-01-01,2099-12-31,NA
"D5343020",42361359,"EDI","Acetaminophen [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Acetaminophen, NA",3002617,"LOINC",1970-01-01,2099-12-31,NA
"D5343040",42364593,"EDI","Amiodarone [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Amiodarone, NA",3015375,"LOINC",1970-01-01,2099-12-31,NA
"D5343040",42364593,"EDI","Desethylamiodarone [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Amiodarone, NA",3036866,"LOINC",1970-01-01,2099-12-31,NA
"D5343050",42361377,"EDI","Amitriptyline [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Amitriptyline 및 Amitriptyline대사물질, NA",3017597,"LOINC",1970-01-01,2099-12-31,NA
"D5343050",42361377,"EDI","Amitriptyline+Nortriptyline [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Amitriptyline 및 Amitriptyline대사물질, NA",3004739,"LOINC",1970-01-01,2099-12-31,NA
"D5343090",42360332,"EDI","Barbiturates [Presence] in Urine; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Barbiturate, NA",3002020,"LOINC",1970-01-01,2099-12-31,NA
"D5343100",42361405,"EDI","Benzodiazepines [Presence] in Urine; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Benzodiazepine, NA",3000764,"LOINC",1970-01-01,2099-12-31,NA
"D5343140",42361430,"EDI","Carbamazepine serum/plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Carbamazepine, NA",3028639,"LOINC",1970-01-01,2099-12-31,NA
"D5343200",42364689,"EDI","Clonazepam serum/plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Clonazepam, NA",3005769,"LOINC",1970-01-01,2099-12-31,NA
"D5343210",42361469,"EDI","Clozapine [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Clozapine 및 Clozapine대사물질, NA",3013751,"LOINC",1970-01-01,2099-12-31,NA
"D5343230",42363626,"EDI","Cyclosporine [Mass/volume] in Blood by LC/MS/MS; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Cyclosporine, NA",40758926,"LOINC",2009-06-18,2099-12-31,NA
"D5343230",42363626,"EDI","Cyclosporine [Mass/volume] in Blood; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Cyclosporine, NA",3010375,"LOINC",1970-01-01,2099-12-31,NA
"D5343240",42361484,"EDI","Desipramine [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Desipramine 및 Desipramine대사물질, NA",3000167,"LOINC",1970-01-01,2099-12-31,NA
"D5343320",42361531,"EDI","Everolimus [Mass/volume] in Blood; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Everolimus (certican), NA",3030703,"LOINC",2007-10-01,2099-12-31,NA
"D5343330",42361538,"EDI","Flecainide [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Flecainide, NA",3006689,"LOINC",1970-01-01,2099-12-31,NA
"D5343380",42362642,"EDI","Desipramine [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Imipramine, NA",3000167,"LOINC",1970-01-01,2099-12-31,NA
"D5343460",42364843,"EDI","Methamphetamine [Mass/volume] in Urine; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Methamphetamine, NA",3023083,"LOINC",1970-01-01,2099-12-31,NA
"D5343530",42364886,"EDI","Mycophenolate [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Mycophenolic Acid, NA",3027653,"LOINC",1970-01-01,2099-12-31,NA
"D5343530",42364886,"EDI","Mycophenolate glucuronide [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Mycophenolic Acid, NA",3013870,"LOINC",1970-01-01,2099-12-31,NA
"D5343570",42363470,"EDI","Nortriptyline [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Nortriptyline 및 Nortriptyline대사물질, NA",3007857,"LOINC",1970-01-01,2099-12-31,NA
"D5343610",42361699,"EDI","Phencyclidine (PCP) screen in urine; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Phencyclidine, NA",3013184,"LOINC",1970-01-01,2099-12-31,NA
"D5343640",42360653,"EDI","Phenytoin Free [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Phenyotoin, Free, NA",3005893,"LOINC",1970-01-01,2099-12-31,NA
"D5343690",42361748,"EDI","Propoxyphene [Presence] in Urine; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Propoxyphene, NA",3011802,"LOINC",1970-01-01,2099-12-31,NA
"D5343720",42361765,"EDI","Salicylates [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Salicylate, NA",3000787,"LOINC",1970-01-01,2099-12-31,NA
"D5343740",42361776,"EDI","Sirolimus [Mass/volume] in Blood; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Sirolimus (Rapamycin), NA",3021374,"LOINC",1970-01-01,2099-12-31,NA
"D5343800",42363606,"EDI","Tacrolimus [Mass/volume] in Blood by LC/MS/MS; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Tacrolimus (FK506), NA",44786754,"LOINC",2013-08-29,2099-12-31,NA
"D5343800",42363606,"EDI","Tacrolimus [Mass/volume] in Blood; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Tacrolimus (FK506), NA",3026250,"LOINC",1970-01-01,2099-12-31,NA
"D5343830",42361826,"EDI","Tobramycin [Mass/volume] in Serum or Plasma --peak; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Tobramycin, NA",3004090,"LOINC",1970-01-01,2099-12-31,NA
"D5343830",42361826,"EDI","Tobramycin [Mass/volume] in Serum or Plasma --trough; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Tobramycin, NA",3006638,"LOINC",1970-01-01,2099-12-31,NA
"D5343870",42361850,"EDI","Valproate Free [Mass/volume] in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Valproic Acid, Free, NA",3021600,"LOINC",1970-01-01,2099-12-31,NA
"D5343870",42361850,"EDI","Valproate Free/Valproate.total in Serum or Plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Valproic Acid, Free, NA",3023456,"LOINC",1970-01-01,2099-12-31,NA
"D5343930",42364044,"EDI","Zonisamide serum/plasma; 약물 및 독물-[정밀분광-질량분석]-분획(정량)_Zonisamide, NA",3010912,"LOINC",1970-01-01,2099-12-31,NA
